date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2012-01-01,12,10.4,13.2,0.3,0,202.9,19.1,41.8,1017.1,0
2012-01-02,10.1,5.5,13.1,0.2,0,213.1,18,42.8,1014.8,0
2012-01-03,7.7,3.6,11.6,0,0,200,28.1,69.8,1021.5,156
2012-01-04,6.9,3.4,10.8,3.7,0,236.1,22.3,61.6,1021,78
2012-01-05,6.1,2.4,8.5,6.6,0,230.7,31,73.8,1005.7,0
2012-01-06,5,2.9,6.5,0.1,0,284.3,14.8,56.5,1020.2,0
2012-01-07,4.4,1.8,6.4,0.7,0,200.3,20.2,54.4,1023.8,0
2012-01-08,5.4,4.2,7.4,1.4,0,226.8,10.4,24.5,1024.9,6
2012-01-09,5.3,3.7,6.8,0.1,0,199.6,13.3,27.4,1031.4,0
2012-01-10,5.9,-0.5,9.1,0.8,0,192.8,10.1,25.9,1035.1,0
2012-01-11,2.9,-2,5.9,0,0,208.8,7.6,20.5,1036.4,0
2012-01-12,1.8,-0.9,4.8,0,0,201.2,14.8,44.3,1031.2,288
2012-01-13,3.1,-2.6,6.8,0.6,0,227.2,10.8,29.2,1029.7,216
2012-01-14,-1,-4.7,4.2,0,0,359.2,4.3,16.2,1028.7,456
2012-01-15,-1.6,-6.2,4.2,0,0,22,7.9,27.7,1025,474
2012-01-16,-2.3,-6.3,2.4,0,0,13.9,6.5,24.5,1026.1,480
2012-01-17,-2.6,-7.1,3.3,0,0,223.2,3.6,11.9,1031.6,444
2012-01-18,-0.7,-6.6,5.3,0,0,221.3,7.6,37.1,1033,420
2012-01-19,6.6,2.7,9.6,2.3,0,202.5,26.3,59.4,1024.9,0
2012-01-20,6,3.7,9.2,6.3,0,248.7,17.3,47.5,1019.5,12
2012-01-21,7,3.1,10.8,4.6,0,210,19.8,54.4,1016,0
2012-01-22,7.3,5.4,10.2,5.5,0,235.9,19.1,49,1016.3,6
2012-01-23,5.9,4.3,7,4.6,0,215.6,12.6,38.5,1018.9,0
2012-01-24,3.7,-0.8,6.7,2.2,0,203.5,6.1,37.1,1022.5,72
2012-01-25,4.4,2.2,7,0.2,0,62.6,4.3,17.3,1021.9,90
2012-01-26,2.1,0.5,4.6,0.4,0,27.2,6.1,15.1,1019.7,0
2012-01-27,4.7,3.5,5.9,3.3,0,66,4.7,19.1,1023.9,0
2012-01-28,3.4,1.3,5.2,0,0,61.7,8.6,32.8,1026.6,0
2012-01-29,0.6,-0.2,1.6,1.7,0,23.8,15.5,32,1025.1,0
2012-01-30,-0.2,-1.1,0.7,1.5,0,7.8,5.4,13.3,1025,0
2012-01-31,-1.8,-4.4,-0.9,0.3,20,18.7,12.6,26.3,1021.3,0
2012-02-01,-4.9,-7.3,-2.6,0,10,31.2,19.4,42.8,1023.3,378
2012-02-02,-7.5,-9,-5,0,10,27.5,25.6,45.7,1025.8,12
2012-02-03,-9.6,-12.5,-6.1,0,10,34,15.1,34.9,1033,528
2012-02-04,-9.7,-14,-4.7,0,0,39.6,10.8,33.1,1036.5,528
2012-02-05,-8.5,-12.9,-4,0,0,84.6,9.4,28.1,1032.7,528
2012-02-06,-9.8,-14.8,-5.1,0,0,16,9.4,27.7,1033.7,534
2012-02-07,-11.2,-14.9,-8.1,0,0,26.2,17.6,49,1034.1,42
2012-02-08,-7.2,-10.5,-2.9,0,0,21.7,14,34.9,1033.9,372
2012-02-09,-8.1,-13.2,-3.9,0,0,8.8,7.2,27.7,1035.1,204
2012-02-10,-7.5,-11.4,-3.6,0,0,31.2,14.8,37.1,1035.2,204
2012-02-11,-9.5,-13.1,-5.4,0,0,34.1,15.5,36.4,1031.6,480
2012-02-12,-9.9,-15.4,-3.7,0,0,31,7.6,25.6,1031.7,546
2012-02-13,-4.9,-12.8,-1.2,0.3,0,207.5,12.2,31.3,1025.9,0
2012-02-14,-0.3,-2.5,1.6,0.7,10,204.5,12.6,26.3,1018.9,0
2012-02-15,2.5,0.3,6.1,2.4,20,221.7,15.5,47.5,1016.7,0
2012-02-16,3.5,0.8,6.7,1.4,0,219.5,6.5,18.7,1025.5,186
2012-02-17,4.5,2.1,7.3,0.1,0,206,12.2,27.4,1026.9,84
2012-02-18,6.1,3.4,9.6,0,0,201.7,12.6,28.1,1020.6,126
2012-02-19,3.8,-0.6,6,2,0,258.6,10.4,37.1,1021.4,96
